benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,cwe,ground_truth_granularity,endpoint,crawler_url,request_shape,source_request_method,input_carrier_shape,primary_input_carrier,controllable_input_count,controllable_input_names,content_type,sql_operation_category,sql_operation_markers,read_write_category,execution_api,response_observability,boolean_verifier_applicability,transport_compatibility,sql_verifier_compatibility,compatibility_class,eligible_original_external_evaluation,eligible_candidate_ranking,required_adapter,adapter_requirements,incompatibility_reason,classification_reason,candidate_representation_support,candidate_representation_gap,sanitization_required,sanitized_candidate_id,sanitized_action_path,retained_model_facing_fields,excluded_from_model_input_fields,model_facing_preview,audit_status,auditor_notes
BenchmarkTest00108,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00108.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-00/BenchmarkTest00108,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00108,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00108,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000023,/external-v15/case-000023,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000023"", ""editable_input_count"": 1, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""cookie"", ""input_count_category"": ""single"", ""multiple_parameters"": false, ""request_shape"": ""cookie"", ""sanitized_action_path"": ""/external-v15/case-000023"", ""transport_adapter_category"": ""cookie""}",audited,doGet dispatches to a form/template before doPost
BenchmarkTest00109,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00109.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-00/BenchmarkTest00109,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00109,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00109,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000024,/external-v15/case-000024,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000024"", ""editable_input_count"": 1, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""cookie"", ""input_count_category"": ""single"", ""multiple_parameters"": false, ""request_shape"": ""cookie"", ""sanitized_action_path"": ""/external-v15/case-000024"", ""transport_adapter_category"": ""cookie""}",audited,doGet dispatches to a form/template before doPost
BenchmarkTest00110,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00110.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-00/BenchmarkTest00110,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00110,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00110,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000025,/external-v15/case-000025,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000025"", ""editable_input_count"": 1, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""cookie"", ""input_count_category"": ""single"", ""multiple_parameters"": false, ""request_shape"": ""cookie"", ""sanitized_action_path"": ""/external-v15/case-000025"", ""transport_adapter_category"": ""cookie""}",audited,doGet dispatches to a form/template before doPost
BenchmarkTest00111,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00111.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-00/BenchmarkTest00111,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00111,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00111,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,doGet dispatches to a form/template before doPost;executeUpdate call statically detected
BenchmarkTest00112,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00112.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-00/BenchmarkTest00112,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00112,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00112,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,doGet dispatches to a form/template before doPost;executeUpdate call statically detected
BenchmarkTest00113,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00113.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-00/BenchmarkTest00113,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00113,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00113,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,doGet dispatches to a form/template before doPost;executeUpdate call statically detected
BenchmarkTest00114,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00114.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-00/BenchmarkTest00114,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00114,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00114,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,doGet dispatches to a form/template before doPost;executeUpdate call statically detected
BenchmarkTest00115,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00115.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-00/BenchmarkTest00115,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00115,cookie,POST_with_GET_form_setup,cookie,cookie,1,BenchmarkTest00115,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,cookie_adapter,set deterministic cookies without exposing original BenchmarkTest names to the ranker;preserve original POST flow after deterministic setup,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,doGet dispatches to a form/template before doPost;executeUpdate call statically detected
BenchmarkTest00190,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00190.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-00/BenchmarkTest00190,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00190,header,GET_delegates_to_POST,header,header,1,BenchmarkTest00190,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,header_adapter,set deterministic request headers without exposing original BenchmarkTest names to the ranker,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest00191,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00191.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-00/BenchmarkTest00191,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00191,header,GET_delegates_to_POST,header,header,1,BenchmarkTest00191,text/html;charset=UTF-8,stored_procedure,stored_procedure;execute_query,stored_procedure_ambiguous,executeQuery;prepareCall,result_rows_written,not_applicable_stored_procedure_ambiguous,adapter_feasible,not_applicable_stored_procedure_ambiguous,EXCLUDED,false,false,header_adapter,set deterministic request headers without exposing original BenchmarkTest names to the ranker,stored procedure behavior cannot be assumed read-only by static audit,stored procedure behavior cannot be assumed read-only by static audit,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,stored procedure call statically detected
BenchmarkTest00192,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00192.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-00/BenchmarkTest00192,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00192,header,GET_delegates_to_POST,header,header,1,BenchmarkTest00192,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,header_adapter,set deterministic request headers without exposing original BenchmarkTest names to the ranker,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000033,/external-v15/case-000033,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000033"", ""editable_input_count"": 1, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""header"", ""input_count_category"": ""single"", ""multiple_parameters"": false, ""request_shape"": ""header"", ""sanitized_action_path"": ""/external-v15/case-000033"", ""transport_adapter_category"": ""header""}",audited,static source inspection completed
BenchmarkTest00193,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest00193.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-00/BenchmarkTest00193,https://localhost:8443/benchmark/sqli-00/BenchmarkTest00193,header,GET_delegates_to_POST,header,header,1,BenchmarkTest00193,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,header_adapter,set deterministic request headers without exposing original BenchmarkTest names to the ranker,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000034,/external-v15/case-000034,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000034"", ""editable_input_count"": 1, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""header"", ""input_count_category"": ""single"", ""multiple_parameters"": false, ""request_shape"": ""header"", ""sanitized_action_path"": ""/external-v15/case-000034"", ""transport_adapter_category"": ""header""}",audited,static source inspection completed
