all_five_candidates_tied_pre_tiebreak,candidate_count,distinct_pre_tiebreak_scores,final_order_partly_determined_by_stable_tiebreak,final_order_wholly_determined_by_stable_tiebreak,largest_tie_group_size,ordered_candidate_ids,scenario_id,scenario_type,score_by_candidate,score_equivalence_pattern,score_vector_in_final_order,score_vector_pattern,vulnerable_alignment_bucket,vulnerable_candidate_rank,vulnerable_distractors_sharing_score,vulnerable_has_unique_pre_tiebreak_score,vulnerable_in_best_score_class,vulnerable_in_worst_score_class,vulnerable_pre_tiebreak_score,vulnerable_score_class_rank,vulnerable_tied_with_all_distractors
False,5,3,True,False,3,"[""ox14-c000109"", ""ox14-c000219"", ""ox14-c000273"", ""ox14-c000363"", ""ox14-c000034""]",ow14-s0257,negative_only,"{""ox14-c000034"": 117, ""ox14-c000109"": 132, ""ox14-c000219"": 132, ""ox14-c000273"": 132, ""ox14-c000363"": 127}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,3,True,False,3,"[""ox14-c000100"", ""ox14-c000101"", ""ox14-c000405"", ""ox14-c000226"", ""ox14-c000303""]",ow14-s0258,negative_only,"{""ox14-c000100"": 132, ""ox14-c000101"": 132, ""ox14-c000226"": 127, ""ox14-c000303"": 117, ""ox14-c000405"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
True,5,1,True,True,5,"[""ox14-c000048"", ""ox14-c000064"", ""ox14-c000111"", ""ox14-c000212"", ""ox14-c000387""]",ow14-s0259,negative_only,"{""ox14-c000048"": 132, ""ox14-c000064"": 132, ""ox14-c000111"": 132, ""ox14-c000212"": 132, ""ox14-c000387"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000141"", ""ox14-c000251"", ""ox14-c000399"", ""ox14-c000423"", ""ox14-c000082""]",ow14-s0260,negative_only,"{""ox14-c000082"": 127, ""ox14-c000141"": 132, ""ox14-c000251"": 132, ""ox14-c000399"": 132, ""ox14-c000423"": 132}",4-1,"[132, 132, 132, 132, 127]",132>132>132>132>127,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,3,True,False,3,"[""ox14-c000077"", ""ox14-c000395"", ""ox14-c000410"", ""ox14-c000085"", ""ox14-c000296""]",ow14-s0261,negative_only,"{""ox14-c000077"": 132, ""ox14-c000085"": 127, ""ox14-c000296"": 117, ""ox14-c000395"": 132, ""ox14-c000410"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,3,True,False,3,"[""ox14-c000118"", ""ox14-c000188"", ""ox14-c000353"", ""ox14-c000223"", ""ox14-c000307""]",ow14-s0262,negative_only,"{""ox14-c000118"": 132, ""ox14-c000188"": 132, ""ox14-c000223"": 127, ""ox14-c000307"": 117, ""ox14-c000353"": 132}",3-1-1,"[132, 132, 132, 127, 117]",132>132>132>127>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000351"", ""ox14-c000404"", ""ox14-c000167"", ""ox14-c000311"", ""ox14-c000315""]",ow14-s0263,negative_only,"{""ox14-c000167"": 117, ""ox14-c000311"": 117, ""ox14-c000315"": 117, ""ox14-c000351"": 132, ""ox14-c000404"": 132}",3-2,"[132, 132, 117, 117, 117]",132>132>117>117>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,3,"[""ox14-c000117"", ""ox14-c000272"", ""ox14-c000429"", ""ox14-c000029"", ""ox14-c000161""]",ow14-s0264,negative_only,"{""ox14-c000029"": 117, ""ox14-c000117"": 132, ""ox14-c000161"": 117, ""ox14-c000272"": 132, ""ox14-c000429"": 132}",3-2,"[132, 132, 132, 117, 117]",132>132>132>117>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
True,5,1,True,True,5,"[""ox14-c000136"", ""ox14-c000185"", ""ox14-c000346"", ""ox14-c000377"", ""ox14-c000396""]",ow14-s0265,negative_only,"{""ox14-c000136"": 132, ""ox14-c000185"": 132, ""ox14-c000346"": 132, ""ox14-c000377"": 132, ""ox14-c000396"": 132}",5,"[132, 132, 132, 132, 132]",132>132>132>132>132,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
False,5,2,True,False,4,"[""ox14-c000070"", ""ox14-c000099"", ""ox14-c000198"", ""ox14-c000247"", ""ox14-c000023""]",ow14-s0266,negative_only,"{""ox14-c000023"": 117, ""ox14-c000070"": 132, ""ox14-c000099"": 132, ""ox14-c000198"": 132, ""ox14-c000247"": 132}",4-1,"[132, 132, 132, 132, 117]",132>132>132>132>117,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable
